Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
African Genesis,"African Genesis: A Personal Investigation into the Animal Origins and Nature of Man, usually referred to as African Genesis, is a 1961 nonfiction work by the American writer Robert Ardrey. It posited the hypothesis that man evolved on the African continent from carnivorous, predatory ancestors who distinguished themselves from apes by the use of weapons.[1][2] The work bears on questions of human origins, human nature, and human uniqueness. Although some of his ideas were refuted by later science,[3][4] it was widely read and continues to inspire significant controversy.[5]",Books by Robert Ardrey;Nature of Man Series;1960s books;1961 non-fiction books;Science books,25,171,20-Dec-24,1360,1,4,20,2024
The Age of Wonder,"The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science is a 2008 popular biography book about the history of science written by Richard Holmes. In it, the author describes the scientific discoveries of the polymaths of the late eighteenth century and how this period formed the basis for modern scientific discoveries.[1] Holmes, a literary biographer, also looks at the influence of science on the arts in the Romantic era. The book won the 2009 Royal Society Prize for Science Books,[2] the 2009 National Book Critics Circle Award for General Nonfiction, and the 2010 National Academies Communication Award.",Science books;2008 non-fiction books;HarperCollins books,9,107,29-Dec-24,634,1,5,15,2024
Aid on the Edge of Chaos,"Aid on the Edge of Chaos is a 2013 book on applying science and innovation to international development, published by Oxford University Press[1] and written by global development and humanitarian expert Ben Ramalingam.[2]",2013 non-fiction books;Science books;Current affairs books;Oxford University Press books;Science book stubs,17,108,11-Mar-25,286,2,3,24,2025
Altered Traits,"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body, published in Great Britain as 'The Science of Meditation: How to Change Your Brain, Mind and Body',[1] is a 2017 book by science journalist Daniel Goleman and neuroscientist Richard Davidson. The book discusses research on meditation. For the book, the authors conducted a literature review of over 6,000 scientific studies on meditation, and selected the 60 that they believed met the highest methodological standards.[2]",2017 non-fiction books;Collaborative non-fiction books;Science books;Meditation;Avery Publishing books,10,143,18-Mar-24,973,1,5,22,2024
The Ambidextrous Universe,"The Ambidextrous Universe is a popular science book by Martin Gardner, covering aspects of symmetry and asymmetry in human culture, science and the wider universe. It culminates in a discussion of whether nature's conservation of parity (the symmetry of mirrored quantum systems) is ever violated, which had been proven experimentally in 1956.",1964 non-fiction books;Asymmetry;Science books;Symmetry;Works by Martin Gardner,8,136,19-Jun-24,818,1,8,4,2024
The Ancient Engineers,"The Ancient Engineers is a 1963 science book by L. Sprague de Camp, one of his most popular works. It was first published by Doubleday and has been reprinted numerous times by other publishers. Translations into German and Polish have also been published. Portions of the work had previously appeared as articles in the magazines Fate, Isis and Science Digest.[1][2]",1963 non-fiction books;Books by L. Sprague de Camp;Doubleday (publisher) books;Science books;Technology book stubs;Engineering stubs,3,272,16-Oct-22,180,2,5,4,2022
Antarctic Conquest,"Antarctic Conquest: the Story of the Ronne Expedition 1946-1948 is a 1949 science book by Norwegian-American Antarctic explorer Finn Ronne and science fiction writer L. Sprague de Camp, published in hardcover by G. P. Putnam's Sons. The role of de Camp, who was commissioned as a ghost writer to recast Ronne's manuscript into publishable form, is uncredited. Ronne's working title was reportedly ""Conquering the Antarctic"".[1]",1949 non-fiction books;Science books;Books by L. Sprague de Camp;Exploration of Antarctica;Books about Antarctica;Antarctica stubs;Geography book stubs,1,259,30-May-21,199,3,4,1,2021
Antiquarian science books,"Antiquarian science books are original historical works (e.g., books or technical papers) concerning science, mathematics and sometimes engineering. These books are important primary references for the study of the history of science and technology, they can provide valuable insights into the historical development of the various fields of scientific inquiry (History of science, History of mathematics, etc.)",History of science;History of mathematics;Engineering literature;Lists of publications in science;Science books;Mathematics books;Book collecting;Books by type,104,1053,29-Dec-24,180,9,8,187,2024
The Ape-Man Within,"The Ape-Man Within is a 1995 science book by L. Sprague de Camp, published in hardcover by Prometheus Books.[1]",1995 non-fiction books;Science books;Books by L. Sprague de Camp;Prometheus Books books;Science book stubs,1,251,9-Oct-24,91,2,5,4,2024
Apollo's Arrow,"Apollo’s Arrow: The Science of Prediction and the Future of Everything is a non-fiction book about prediction written by Canadian author and mathematician David Orrell. The book was initially published in Canada by HarperCollins in 2007, and was a national bestseller.[1] It was published in the United States as The Future of Everything: The Science of Prediction,[2] and translated versions were also published in Japan,[3] South Korea[4] and China.[5]",Science books;2007 non-fiction books,9,59,27-Oct-22,276,1,2,11,2022
Bad Pharma,Unknown,2012 non-fiction books;Books about the politics of science;Books by Ben Goldacre;British books;Fourth Estate books;Medical books;Pharmaceutical industry;Science books;Faber & Faber books;Books about drugs;Works about corruption,1,967,3-Apr-25,0,1,0,55,2025
The Beauty of Fractals,"The Beauty of Fractals is a 1986 book by Heinz-Otto Peitgen and Peter Richter which publicises the fields of complex dynamics, chaos theory and the concept of fractals. It is lavishly illustrated and as a mathematics book became an unusual success.",1986 non-fiction books;Science books;Mathematics books;Fractals,5,151,7-Mar-25,450,1,5,3,2025
Bending Science,"Bending Science: How special interests corrupt public health research is a 2008 book by Thomas O. McGarity and Wendy E. Wagner, published by Harvard University Press. Bending Science explores the ways that science is manipulated in the process of making public policy and the law. It has been called a ""fascinating and troubling investigation."" The authors present a collection of case studies, undertaken largely by industry and designed to distort the scientific process.[1][2]",2008 non-fiction books;Science books;Books about the politics of science;Harvard University Press books;Science book stubs,2,28,14-Sep-24,101,1,2,2,2024
Beyond Bias and Barriers,"Beyond Bias and Barriers: Fulfilling the Potential of Women in Academic Science and Engineering (ISBN 0309100429) is a major report about the status of women in science from the United States National Academy of Sciences.  Published in 2006, the report closely examines the data, proposed explanations, and possible responses to the relative dearth of women in science and engineering higher education in the United States.",Women and science;Science books;Gender studies books;Gender studies literature;2006 non-fiction books,9,149,7-Oct-24,824,0,8,11,2024
